geneids	uniprotids
TcCLB.508857.80	Q4DLM2
TcCLB.508857.90	Q4DLM1
TcCLB.508859.10	Q4DCH9
TcCLB.508859.100	Q4DCH0
TcCLB.508859.109	Q4DCG9
TcCLB.508859.118	Q4DCG8
TcCLB.508859.20	Q4DCH8
TcCLB.508859.30	Q4DCH7
TcCLB.508859.40	Q4DCH6
TcCLB.508859.50	Q4DCH5
TcCLB.508859.70	Q4DCH4
TcCLB.508859.74	Q4DCH3
TcCLB.508859.80	Q4DCH2
TcCLB.508859.90	Q4DCH1
TcCLB.508863.10	Q4CPC6
TcCLB.508863.20	Q4CPC5
TcCLB.508865.10	Q4D7R4
TcCLB.508865.2	Q4D7R6
TcCLB.508865.20	Q4D7R3
TcCLB.508865.30	Q4D7R2
TcCLB.508865.4	Q4D7R5
TcCLB.508867.9	Q4CLL2
TcCLB.508869.10	Q4DA99
TcCLB.508869.50	Q4DA98
TcCLB.508869.59	Q4DA97
TcCLB.508869.75	Q4DA96
TcCLB.508871.10	Q4DQS8
TcCLB.508871.100	Q4DQS4
TcCLB.508871.105	Q4DQS3
TcCLB.508871.110	Q4DQS2
TcCLB.508871.140	Q4DQS1
TcCLB.508871.150	Q4DQS0
TcCLB.508871.160	Q4DQR9
TcCLB.508871.170	Q4DQR8
TcCLB.508871.180	Q4DQR7
TcCLB.508871.20	Q4DQS7
TcCLB.508871.40	Q4DQS6
TcCLB.508871.60	Q4DQS5
TcCLB.508873.10	Q4E519
TcCLB.508873.130	Q4E516
TcCLB.508873.150	Q4E515
TcCLB.508873.160	Q4E514
TcCLB.508873.20	Q4E518
TcCLB.508873.210	Q4E513
TcCLB.508873.224	Q4E512
TcCLB.508873.240	Q4E511
TcCLB.508873.25	Q4E517
TcCLB.508873.250	Q4E510
TcCLB.508873.260	Q4E509
TcCLB.508873.289	Q4E508
TcCLB.508873.30	Q4E522
TcCLB.508873.300	Q4E507
TcCLB.508873.330	Q4E506
TcCLB.508873.370	Q4E505
TcCLB.508873.390	Q4E504
TcCLB.508873.399	Q4E503
TcCLB.508873.410	Q4E502
TcCLB.508873.420	Q4E501
TcCLB.508873.450	Q4E500
TcCLB.508873.460	Q4E4Z9
TcCLB.508873.470	Q4E4Z8
TcCLB.508873.50	Q4E521
TcCLB.508873.510	Q4E4Z7
TcCLB.508873.580	Q4E4Z6
TcCLB.508873.60	Q4E520
TcCLB.508875.10	Q4CLY3
TcCLB.508875.20	Q4CLY2
TcCLB.508879.10	Q4DXF5
TcCLB.508879.100	Q4DXE6
TcCLB.508879.110	Q4DXE5
TcCLB.508879.120	Q4DXE4
TcCLB.508879.150	Q4DXE3
TcCLB.508879.160	Q4DXE2
TcCLB.508879.170	Q4DXE1
TcCLB.508879.180	Q4DXE0
TcCLB.508879.190	Q4DXD9
TcCLB.508879.20	Q4DXF4
TcCLB.508879.200	Q4DXD8
TcCLB.508879.210	Q4DXD7
TcCLB.508879.220	Q4DXD6
TcCLB.508879.229	Q4DXD5
TcCLB.508879.30	Q4DXF3
TcCLB.508879.4	Q4DXF6
TcCLB.508879.40	Q4DXF2
TcCLB.508879.50	Q4DXF1
TcCLB.508879.60	Q4DXF0
TcCLB.508879.70	Q4DXE9
TcCLB.508879.80	Q4DXE8
TcCLB.508879.90	Q4DXE7
TcCLB.508881.10	Q4DMI5
TcCLB.508881.100	Q4DMH5
TcCLB.508881.110	Q4DMH4
TcCLB.508881.120	Q4DMH3
TcCLB.508881.130	Q4DMH2
TcCLB.508881.140	Q4DMH1
TcCLB.508881.150	Q4DMH0
TcCLB.508881.20	Q4DMI4
TcCLB.508881.30	Q4DMI3
TcCLB.508881.40	Q4DMI2
TcCLB.508881.50	Q4DMI1
TcCLB.508881.54	Q4DMI0
TcCLB.508881.60	Q4DMH9
TcCLB.508881.70	Q4DMH8
TcCLB.508881.80	Q4DMH7
TcCLB.508881.90	Q4DMH6
TcCLB.508883.20	Q4CUI3
TcCLB.508883.30	Q4CUI2
TcCLB.508883.48	Q4CUI1
TcCLB.508885.20	Q4CVZ9
TcCLB.508885.30	Q4CVZ8
TcCLB.508885.5	Q4CW00
TcCLB.508887.20	Q4CSU8
TcCLB.508887.30	Q4CSU7
TcCLB.508887.5	Q4CSU9
TcCLB.508889.10	Q4CRN4
TcCLB.508889.19	Q4CRN3
TcCLB.508889.4	Q4CRN5
TcCLB.508891.10	Q4DJP0
TcCLB.508891.130	Q4DJN3
TcCLB.508891.20	Q4DJN9
TcCLB.508891.30	Q4DJN8
TcCLB.508891.4	Q4DJP1
TcCLB.508891.40	Q4DJN7
TcCLB.508891.50	Q4DJN6
TcCLB.508891.60	Q4DJN5
TcCLB.508891.90	Q4DJN4
TcCLB.508893.10	Q4CSD2
TcCLB.508893.20	Q4CSD1
TcCLB.508893.30	Q4CSD0
TcCLB.508893.40	Q4CSC9
TcCLB.508895.10	Q4DCD1
TcCLB.508895.20	Q4DCD0
TcCLB.508895.30	Q4DCC9
TcCLB.508895.40	Q4DCC8
TcCLB.508895.50	Q4DCC7
TcCLB.508895.60	Q4DCC6
TcCLB.508895.70	Q4DCC5
TcCLB.508895.80	Q4DCC4
TcCLB.508895.89	Q4DCC3
TcCLB.508897.10	Q4D941
TcCLB.508897.100	Q4D933
TcCLB.508897.110	Q4D932
TcCLB.508897.119	Q4D931
TcCLB.508897.20	Q4D940
TcCLB.508897.30	Q4D939
TcCLB.508897.40	Q4D938
TcCLB.508897.50	Q4D937
TcCLB.508897.70	Q4D936
TcCLB.508897.80	Q4D935
TcCLB.508897.90	Q4D934
TcCLB.508899.100	Q4DMP3
TcCLB.508899.110	Q4DMP2
TcCLB.508899.120	Q4DMP1
TcCLB.508899.130	Q4DMP0
TcCLB.508899.140	Q4DMN9
TcCLB.508899.151	Q4DMN8
TcCLB.508899.20	Q4DMQ0
TcCLB.508899.30	Q4DMP9
TcCLB.508899.40	Q4DMP8
TcCLB.508899.54	Q4DMP7
TcCLB.508899.70	Q4DMP6
TcCLB.508899.80	Q4DMP5
TcCLB.508899.90	Q4DMP4
TcCLB.508901.10	Q4CP38
TcCLB.508901.20	Q4CP37
TcCLB.508903.100	Q4DAA6
TcCLB.508903.110	Q4DAA5
TcCLB.508907.10	Q4CLJ7
TcCLB.508909.10	Q4E1M3
TcCLB.508909.100	Q4E1L4
TcCLB.508909.140	Q4E1L3
TcCLB.508909.150	Q4E1L2
TcCLB.508909.160	Q4E1L1
TcCLB.508909.170	Q4E1L0
TcCLB.508909.190	Q4E1K9
TcCLB.508909.20	Q4E1M2
TcCLB.508909.200	Q4E1K8
TcCLB.508909.210	Q4E1K7
TcCLB.508909.214	Q4DDA3
TcCLB.508909.240	Q4E1K5
TcCLB.508909.250	Q4E1K4
TcCLB.508909.260	Q4E1K3
TcCLB.508909.270	Q4E1K2
TcCLB.508909.30	Q4E1M1
TcCLB.508909.300	Q4E1K1
TcCLB.508909.310	Q4E1K0
TcCLB.508909.320	Q4E1J9
TcCLB.508909.330	Q4E1J8
TcCLB.508909.339	Q4E1J7
TcCLB.508909.40	Q4E1M0
TcCLB.508909.50	Q4E1L9
TcCLB.508909.60	Q4E1L8
TcCLB.508909.70	Q4E1L7
TcCLB.508909.80	Q4E1L6
TcCLB.508909.90	Q4E1L5
TcCLB.508911.10	Q4D889
TcCLB.508911.20	Q4D888
TcCLB.508911.50	Q4D887
TcCLB.508911.60	Q4D886
TcCLB.508911.70	Q4D885
TcCLB.508911.80	Q4D884
TcCLB.508913.25	Q4CP29
TcCLB.508913.39	Q4CP28
TcCLB.508915.9	Q4CLS2
TcCLB.508917.10	Q4D1J3
TcCLB.508917.20	Q4D1J2
TcCLB.508917.30	Q4D1J1
TcCLB.508917.4	Q4D1J4
TcCLB.508917.40	Q4D1J0
TcCLB.508917.49	Q4D1I9
TcCLB.508919.100	Q4DL72
TcCLB.508919.110	Q4DL71
TcCLB.508919.130	Q4DL70
TcCLB.508919.140	Q4DL69
TcCLB.508919.189	Q4DL68
TcCLB.508919.20	Q4DL81
TcCLB.508919.30	Q4DL80
TcCLB.508919.40	Q4DL79
TcCLB.508919.50	Q4DL78
TcCLB.508919.60	Q4DL77
TcCLB.508919.70	Q4DL76
TcCLB.508919.80	Q4DL75
TcCLB.508919.90	Q4DL74
TcCLB.508919.94	Q4DL73
TcCLB.508921.10	Q4CSJ7
TcCLB.508921.20	Q4CSJ6
TcCLB.508921.30	Q4CSJ5
TcCLB.508921.40	Q4CSJ4
TcCLB.508923.10	Q4CLE1
TcCLB.508927.10	Q4CR07
TcCLB.508927.20	Q4CR06
TcCLB.508927.30	Q4CR05
TcCLB.508929.10	Q4CNK9
TcCLB.508929.20	Q4CNK8
TcCLB.508931.10	Q4CXK9
TcCLB.508931.30	Q4CXK8
TcCLB.508931.40	Q4CXK7
TcCLB.508931.50	Q4CXK6
TcCLB.508933.10	Q4CX43
TcCLB.508933.20	Q4CX42
TcCLB.508933.40	Q4CX41
TcCLB.508933.5	Q4CX44
TcCLB.508933.50	Q4CX40
TcCLB.508935.10	Q4CQC7
TcCLB.508937.19	Q4CPL6
TcCLB.508939.30	Q4D1X4
TcCLB.508939.40	Q4D1X3
TcCLB.508939.50	Q4D1X2
TcCLB.508939.60	Q4D1X1
TcCLB.508943.10	Q4CUK3
TcCLB.508943.20	Q4CUK2
TcCLB.508943.30	Q4CUK1
TcCLB.508943.4	Q4CUK4
TcCLB.508943.40	Q4CUK0
TcCLB.508945.10	Q4CQP7
TcCLB.508947.5	Q4CM16
TcCLB.508947.9	Q4CM15
TcCLB.508949.10	Q4CU72
TcCLB.508949.20	Q4CU71
TcCLB.508949.30	Q4CU70
TcCLB.508949.4	Q4CU73
TcCLB.508949.40	Q4CU69
TcCLB.508949.50	Q4CU68
TcCLB.508951.10	Q4D3P6
TcCLB.508951.20	Q4D3P5
TcCLB.508951.29	Q4D3P4
TcCLB.508951.4	Q4D3P7
TcCLB.508951.40	Q4D3P3
TcCLB.508951.50	Q4D3P2
TcCLB.508951.60	Q4D3P1
TcCLB.508951.70	Q4D3P0
TcCLB.508951.80	Q4D3N9
TcCLB.508951.90	Q4D3N8
TcCLB.508953.10	Q4CSA7
TcCLB.508953.19	Q4CSA6
TcCLB.508953.28	Q4CSA5
TcCLB.508953.40	Q4CSA4
TcCLB.508955.10	Q4CM93
TcCLB.508955.20	Q4CM92
TcCLB.508957.14	Q4CUC1
TcCLB.508957.30	Q4CUC0
TcCLB.508959.10	Q4CV47
TcCLB.508959.20	Q4CV46
TcCLB.508959.4	Q4CV48
TcCLB.508961.10	Q4D0P2
TcCLB.508961.20	Q4D0P1
TcCLB.508961.30	Q4D0P0
TcCLB.508961.4	Q4D0P3
TcCLB.508961.40	Q4D0N9
TcCLB.508961.70	Q4D0N8
TcCLB.508961.79	Q4D0N7
TcCLB.508963.20	Q4D1E8
TcCLB.508963.30	Q4D1E7
TcCLB.508965.100	Q4DL85
TcCLB.508965.14	Q4DL94
TcCLB.508965.30	Q4DL93
TcCLB.508965.39	Q4DL92
TcCLB.508965.50	Q4DL91
TcCLB.508965.60	Q4DL90
TcCLB.508965.70	Q4DL89
TcCLB.508965.80	Q4DL88
TcCLB.508965.90	Q4DL87
TcCLB.508965.94	Q4DL86
TcCLB.508967.20	Q4CQH9
TcCLB.508969.40	Q4CU17
TcCLB.508971.10	Q4D7V4
TcCLB.508971.30	Q4D7V3
TcCLB.508971.40	Q4D7V2
TcCLB.508971.50	Q4D7V1
TcCLB.508973.110	Q4DBF2
TcCLB.508973.20	Q4DBF9
TcCLB.508973.30	Q4DBF8
TcCLB.508973.50	Q4DBF7
TcCLB.508973.60	Q4DBF6
TcCLB.508973.69	Q4DBF5
TcCLB.508973.80	Q4DBF4
TcCLB.508973.9	Q4DBG0
TcCLB.508973.90	Q4DBF3
TcCLB.508975.10	Q4CV98
TcCLB.508975.20	Q4CV97
TcCLB.508975.30	Q4CV96
TcCLB.508975.4	Q4CV99
TcCLB.508977.10	Q4DD62
TcCLB.508977.120	Q4DD57
TcCLB.508977.130	Q4DD56
TcCLB.508977.20	Q4DD61
TcCLB.508977.40	Q4DD60
TcCLB.508977.50	Q4DD59
TcCLB.508977.80	Q4DD58
TcCLB.508979.30	Q4D9F4
TcCLB.508979.40	Q4D9F3
TcCLB.508979.50	Q4D9F2
TcCLB.508979.60	Q4D9F1
TcCLB.508979.80	Q4D9F0
TcCLB.508979.90	Q4D9E9
TcCLB.508981.20	Q4CWB8
TcCLB.508981.30	Q4CWB7
TcCLB.508981.39	Q4CWB6
TcCLB.508985.21	Q4CPK9
TcCLB.508987.20	Q4CZA4
TcCLB.508987.30	Q4CZA3
TcCLB.508987.39	Q4CZA2
TcCLB.508987.9	Q4CZA5
TcCLB.508989.100	Q4DAD1
TcCLB.508989.110	Q4DAD0
TcCLB.508989.120	Q4DAC9
TcCLB.508989.20	Q4DAD8
TcCLB.508989.30	Q4DAD7
TcCLB.508989.50	Q4DAD6
TcCLB.508989.60	Q4DAD5
TcCLB.508989.70	Q4DAD4
TcCLB.508989.80	Q4DAD3
TcCLB.508989.9	Q4DAD9
TcCLB.508989.90	Q4DAD2
TcCLB.508993.10	Q4CP83
TcCLB.508993.20	Q4CP82
TcCLB.508995.10	Q4D9R4
TcCLB.508995.20	Q4D9R3
TcCLB.508995.30	Q4D9R2
TcCLB.508995.40	Q4D9R1
TcCLB.508995.50	Q4D9R0
TcCLB.508995.60	Q4D9Q9
TcCLB.508995.69	Q4D9Q8
TcCLB.508999.10	Q4E0F2
TcCLB.508999.100	Q4E0E4
TcCLB.508999.110	Q4E0E3
TcCLB.508999.134	Q4E0E2
TcCLB.508999.140	Q4E0E1
TcCLB.508999.150	Q4E0E0
TcCLB.508999.170	Q4E0D9
TcCLB.508999.190	Q4E0D8
TcCLB.508999.20	Q4E0F1
TcCLB.508999.200	Q4E0D7
TcCLB.508999.220	Q4E0D6
TcCLB.508999.269	Q4E0D5
TcCLB.508999.30	Q4E0F0
TcCLB.508999.40	Q4E0E9
TcCLB.508999.49	Q4E0E8
TcCLB.508999.60	Q4E0E7
TcCLB.508999.70	Q4E0E6
TcCLB.508999.80	Q4E0E5
TcCLB.509001.10	Q4CV45
TcCLB.509001.20	Q4CV44
TcCLB.509001.30	Q4CV43
TcCLB.509001.40	Q4CV42
TcCLB.509003.10	Q4CW66
TcCLB.509003.20	Q4CW65
TcCLB.509003.30	Q4CW64
TcCLB.509003.40	Q4CW63
TcCLB.509003.50	Q4CW62
TcCLB.509003.60	Q4CW61
TcCLB.509003.79	Q4CW60
TcCLB.509005.10	Q4D2N5
TcCLB.509005.20	Q4D2N4
TcCLB.509005.30	Q4D2N3
TcCLB.509005.40	Q4D2N2
TcCLB.509005.50	Q4D2N1
TcCLB.509005.60	Q4D2N0
TcCLB.509005.70	Q4D2M9
TcCLB.509005.90	Q4D2M8
TcCLB.509007.10	Q4DSM8
TcCLB.509007.14	Q4DL86
TcCLB.509007.20	Q4DSM6
TcCLB.509007.30	Q4DSM5
TcCLB.509007.40	Q4DSM4
TcCLB.509007.50	Q4DSM3
TcCLB.509007.60	Q4DSM2
TcCLB.509007.70	Q4DSM1
TcCLB.509007.80	Q4DSM0
TcCLB.509007.90	Q4DSL9
TcCLB.509009.10	Q4CNG7
TcCLB.509011.100	Q4DDW6
TcCLB.509011.20	Q4DDX5
TcCLB.509011.30	Q4DDX4
TcCLB.509011.40	Q4DDX3
TcCLB.509011.50	Q4DDX2
TcCLB.509011.54	Q4CT35
TcCLB.509011.60	Q4DDX0
TcCLB.509011.70	Q4DDW9
TcCLB.509011.80	Q4DDW8
TcCLB.509011.90	Q4DDW7
TcCLB.509013.10	Q4CW02
TcCLB.509013.19	Q4CW01
TcCLB.509015.10	Q4CKX5
TcCLB.509017.20	Q4D283
TcCLB.509017.24	Q4D282
TcCLB.509017.30	Q4D281
TcCLB.509017.40	Q4D280
TcCLB.509017.50	Q4D279
TcCLB.509017.60	Q4D278
TcCLB.509017.9	Q4D284
TcCLB.509019.30	Q4CWU9
TcCLB.509021.9	Q4CKT0
TcCLB.509023.10	Q4DRP5
TcCLB.509023.100	Q4DRN6
TcCLB.509023.110	Q4DRN5
TcCLB.509023.120	Q4DRN4
TcCLB.509023.130	Q4DRN3
TcCLB.509023.140	Q4DRN2
TcCLB.509023.150	Q4DRN1
TcCLB.509023.160	Q4DRN0
TcCLB.509023.170	Q4DRM9
TcCLB.509023.180	Q4DRM8
TcCLB.509023.190	Q4DRM7
TcCLB.509023.20	Q4DRP4
TcCLB.509023.200	Q4DRM6
TcCLB.509023.209	Q4DRM5
TcCLB.509023.30	Q4DRP3
TcCLB.509023.40	Q4DRP2
TcCLB.509023.50	Q4DRP1
TcCLB.509023.60	Q4DRP0
TcCLB.509023.70	Q4DRN9
TcCLB.509023.80	Q4DRN8
TcCLB.509023.90	Q4DRN7
TcCLB.509025.10	Q4CR13
TcCLB.509025.20	Q4CR12
TcCLB.509025.29	Q4CR11
TcCLB.509027.10	Q4D7R1
TcCLB.509027.20	Q4D7R0
TcCLB.509027.24	Q4D7Q9
TcCLB.509027.30	Q4D7Q8
TcCLB.509027.40	Q4D7Q7
TcCLB.509027.50	Q4D7Q6
TcCLB.509027.60	Q4D7Q5
TcCLB.509027.70	Q4D7Q4
TcCLB.509029.10	Q4DL63
TcCLB.509029.100	Q4DL54
TcCLB.509029.110	Q4DL53
TcCLB.509029.120	Q4DL52
TcCLB.509029.130	Q4DL51
TcCLB.509029.140	Q4DL50
TcCLB.509029.150	Q4DL49
TcCLB.509029.160	Q4DL48
TcCLB.509029.170	Q4DL47
TcCLB.509029.20	Q4DL62
TcCLB.509029.30	Q4DL61
TcCLB.509029.40	Q4DL60
TcCLB.509029.50	Q4DL59
TcCLB.509029.60	Q4DL58
TcCLB.509029.70	Q4DL57
TcCLB.509029.80	Q4DL56
TcCLB.509029.90	Q4DL55
TcCLB.509031.20	Q4CX76
TcCLB.509031.3	Q4CX78
TcCLB.509031.6	Q4CX77
TcCLB.509033.100	Q4D9F6
TcCLB.509033.109	Q4D9F5
TcCLB.509033.20	Q4D9G4
TcCLB.509033.30	Q4D9G3
TcCLB.509033.40	Q4D9G2
TcCLB.509033.44	Q4D9G1
TcCLB.509033.50	Q4D9G0
TcCLB.509033.60	Q4D9F9
TcCLB.509033.70	Q4D9F8
TcCLB.509033.80	Q4D9F7
TcCLB.509035.20	Q4CM87
TcCLB.509037.20	Q4CWX0
TcCLB.509037.30	Q4CWW9
TcCLB.509037.40	Q4CWW8
TcCLB.509037.50	Q4CWW7
TcCLB.509039.10	Q4CU44
TcCLB.509039.20	Q4CU43
TcCLB.509039.30	Q4CU42
TcCLB.509039.4	Q4CU45
TcCLB.509039.40	Q4CU41
TcCLB.509039.49	Q4CU40
TcCLB.509041.10	Q4CP11
TcCLB.509045.10	Q4CNG4
TcCLB.509045.20	Q4CNG3
TcCLB.509045.29	Q4CNG2
TcCLB.509047.10	Q4D6E2
TcCLB.509047.100	Q4D6D4
TcCLB.509047.110	Q4D6D3
TcCLB.509047.119	Q4D6D2
TcCLB.509047.14	Q4D6E1
TcCLB.509047.20	Q4D6E0
TcCLB.509047.30	Q4D6D9
TcCLB.509047.40	Q4D6D8
TcCLB.509047.50	Q4D6D7
TcCLB.509047.60	Q4D6D6
TcCLB.509047.70	Q4D6D5
TcCLB.509049.10	Q4CTB7
TcCLB.509049.20	Q4CTB6
TcCLB.509049.30	Q4CTB5
TcCLB.509049.40	Q4CTB4
TcCLB.509049.5	Q4CTB8
TcCLB.509049.51	Q4CTB3
TcCLB.509051.20	Q4CVL1
TcCLB.509051.30	Q4CVL0
TcCLB.509051.40	Q4CVK9
TcCLB.509051.50	Q4CVK8
TcCLB.509051.60	Q4CVK7
TcCLB.509053.10	Q4DG19
TcCLB.509053.100	Q4DG10
TcCLB.509053.110	Q4DG09
TcCLB.509053.120	Q4DG08
TcCLB.509053.130	Q4DG07
TcCLB.509053.140	Q4DG06
TcCLB.509053.150	Q4DG05
TcCLB.509053.160	Q4DG04
TcCLB.509053.170	Q4DG03
TcCLB.509053.179	Q4DG02
TcCLB.509053.20	Q4DG18
TcCLB.509053.30	Q4DG17
TcCLB.509053.40	Q4DG16
TcCLB.509053.50	Q4DG15
TcCLB.509053.60	Q4DG14
TcCLB.509053.70	Q4DG13
TcCLB.509053.80	Q4DG12
TcCLB.509053.90	Q4DG11
TcCLB.509055.10	Q4CXM0
TcCLB.509055.20	Q4CXL9
TcCLB.509055.30	Q4CXL8
TcCLB.509055.40	Q4CXL7
TcCLB.509055.44	Q4CXL6
TcCLB.509055.50	Q4CXL5
TcCLB.509055.54	Q4CXL4
TcCLB.509055.60	Q4CXL3
TcCLB.509055.69	Q4CXL2
TcCLB.509057.10	Q4CNH8
TcCLB.509057.20	Q4CNH7
TcCLB.509059.10	Q4D950
TcCLB.509059.20	Q4D949
TcCLB.509059.30	Q4D948
TcCLB.509059.40	Q4D947
TcCLB.509059.50	Q4D946
TcCLB.509059.60	Q4D945
TcCLB.509059.70	Q4D944
TcCLB.509059.80	Q4D943
TcCLB.509059.89	Q4D942
TcCLB.509061.20	Q4CNJ7
TcCLB.509063.10	Q4CPH7
TcCLB.509063.2	Q4CPH9
TcCLB.509063.20	Q4CPH6
TcCLB.509063.30	Q4CPH5
TcCLB.509063.4	Q4CPH8
TcCLB.509065.100	Q4DHE7
TcCLB.509065.110	Q4DHE6
TcCLB.509065.120	Q4DHE5
TcCLB.509065.124	Q4DHE4
TcCLB.509065.130	Q4DHE3
TcCLB.509065.140	Q4DHE2
TcCLB.509065.150	Q4DHE1
TcCLB.509065.160	Q4DHE0
TcCLB.509065.170	Q4DHD9
TcCLB.509065.180	Q4DHD8
TcCLB.509065.20	Q4DHF7
TcCLB.509065.30	Q4DHF6
TcCLB.509065.33	Q4DHF5
TcCLB.509065.36	Q4DHF4
TcCLB.509065.40	Q4DHF3
TcCLB.509065.50	Q4DCP1
TcCLB.509065.60	Q4DHF0
TcCLB.509065.70	Q4DHF0
TcCLB.509065.79	Q4DHE9
TcCLB.509065.9	Q4DHF8
TcCLB.509065.90	Q4DHE8
TcCLB.509067.14	Q4D117
TcCLB.509067.30	Q4D116
TcCLB.509067.40	Q4CZL0
TcCLB.509067.50	Q4D114
TcCLB.509067.60	Q4D113
TcCLB.509067.70	Q4D112
TcCLB.509069.14	Q4CT89
TcCLB.509069.20	Q4CT88
TcCLB.509069.30	Q4CT87
TcCLB.509069.40	Q4CT86
TcCLB.509069.49	Q4CT85
TcCLB.509073.10	Q4DCS9
TcCLB.509073.100	Q4DCS0
TcCLB.509073.110	Q4DCR9
TcCLB.509073.119	Q4DCR8
TcCLB.509073.20	Q4DCS8
TcCLB.509073.30	Q4DCS7
TcCLB.509073.40	Q4DCS6
TcCLB.509073.50	Q4DCS5
TcCLB.509073.60	Q4DCS4
TcCLB.509073.70	Q4DCS3
TcCLB.509073.80	Q4DCS2
TcCLB.509073.90	Q4DCS1
TcCLB.509075.11	Q4D8V6
TcCLB.509075.40	Q4D8V5
TcCLB.509075.50	Q4D8V4
TcCLB.509079.20	Q4CNW1
TcCLB.509081.10	Q4D8A6
TcCLB.509081.100	Q4D8A4
TcCLB.509081.110	Q4D8A3
TcCLB.509081.140	Q4D8A2
TcCLB.509081.150	Q4D8A1
TcCLB.509081.166	Q4D8A0
TcCLB.509081.20	Q4D8A5
TcCLB.509081.5	Q4D8A7
TcCLB.509083.9	Q4CK91
TcCLB.509085.120	Q4DN51
TcCLB.509085.60	Q4DN52
TcCLB.509087.20	Q4CTX8
TcCLB.509089.9	Q4CNQ0
TcCLB.509091.10	Q4CKX4
TcCLB.509093.10	Q4CMF6
TcCLB.509095.10	Q4CLV3
TcCLB.509097.10	Q4D2W8
TcCLB.509097.20	Q4D2W7
TcCLB.509097.28	Q4D2W6
TcCLB.509097.60	Q4D2W5
TcCLB.509099.10	Q4DNY5
TcCLB.509099.100	Q4DNX6
TcCLB.509099.110	Q4D898
TcCLB.509099.120	Q4DNX4
TcCLB.509099.130	Q4DNX3
TcCLB.509099.140	Q4DNX2
TcCLB.509099.150	Q4DNX1
TcCLB.509099.160	Q4DNX0
TcCLB.509099.170	Q4DNW9
TcCLB.509099.20	Q4DNY4
TcCLB.509099.30	Q4DNY3
TcCLB.509099.40	Q4DNY2
TcCLB.509099.5	Q4DNY6
TcCLB.509099.50	Q9GT49
TcCLB.509099.59	Q4DNY0
TcCLB.509099.70	Q4DNX9
TcCLB.509099.80	Q4DNX8
TcCLB.509099.89	Q4DNX7
TcCLB.509101.9	Q4CLI7
TcCLB.509103.10	Q4CV58
TcCLB.509103.20	Q4CV57
TcCLB.509103.30	Q4CV56
TcCLB.509103.39	Q4CV55
TcCLB.509103.4	Q4CV59
TcCLB.509105.10	Q4DKJ1
TcCLB.509105.100	Q4DKI3
TcCLB.509105.110	Q4DKI2
TcCLB.509105.120	Q4DKI1
TcCLB.509105.130	Q4DKI0
TcCLB.509105.140	Q4DBM7
TcCLB.509105.150	Q4DKH8
TcCLB.509105.20	Q4DKJ0
TcCLB.509105.4	Q4DKJ2
TcCLB.509105.50	Q4DKI9
TcCLB.509105.60	Q4DKI8
TcCLB.509105.70	Q4DKI7
TcCLB.509105.80	Q4DKI6
TcCLB.509105.90	Q4DKI5
TcCLB.509105.94	Q4DKI4
TcCLB.509107.9	Q4CLQ7
TcCLB.509109.100	Q4DQM7
TcCLB.509109.110	Q4DQM6
TcCLB.509109.114	Q4DQM5
TcCLB.509109.120	Q4DQM4
TcCLB.509109.130	Q4DQM3
TcCLB.509109.14	Q4DQN3
TcCLB.509109.140	Q4DQM2
TcCLB.509109.150	Q4DQM1
TcCLB.509109.160	Q4DQM0
TcCLB.509109.180	Q4DQL9
TcCLB.509109.190	Q4DQL8
TcCLB.509109.30	Q4DQN2
TcCLB.509109.40	Q4DQN1
TcCLB.509109.50	Q4DQN0
TcCLB.509109.80	Q4DQM9
TcCLB.509109.90	Q4DQM8
TcCLB.509111.10	Q4CN89
TcCLB.509111.19	Q4CN88
TcCLB.509111.28	Q4CN87
TcCLB.509115.20	Q4D0F0
TcCLB.509115.30	Q4D0E9
TcCLB.509115.50	Q4D0E8
TcCLB.509115.60	Q4D0E7
TcCLB.509117.10	Q4CMJ4
TcCLB.509117.19	Q4CMJ3
TcCLB.509119.10	Q4CP78
TcCLB.509119.30	Q4CP77
TcCLB.509119.39	Q4CP76
TcCLB.509123.10	Q4CU27
TcCLB.509123.20	Q4CU26
TcCLB.509123.30	Q4CU25
TcCLB.509125.10	Q4CRW1
TcCLB.509125.20	Q4CRW0
TcCLB.509127.104	Q4D8B5
TcCLB.509127.110	Q4D8B4
TcCLB.509127.20	Q4D8C4
TcCLB.509127.30	Q4D8C3
TcCLB.509127.40	Q4D8C2
TcCLB.509127.50	Q4D8C1
TcCLB.509127.59	Q4D8C0
TcCLB.509127.70	Q4D8B9
TcCLB.509127.80	Q4D8B8
TcCLB.509127.90	Q4D8B7
TcCLB.509127.97	Q4D8B6
TcCLB.509129.10	Q4CLT3
TcCLB.509135.9	Q4CLI8
TcCLB.509137.10	Q4CVT9
TcCLB.509137.20	Q4CVT8
TcCLB.509137.30	Q4CVT7
TcCLB.509139.10	Q4CNI8
TcCLB.509139.20	Q4CNI7
TcCLB.509141.10	Q4CSK9
TcCLB.509141.20	Q4CSK8
TcCLB.509141.30	Q4CSK7
TcCLB.509141.40	Q4CSK6
TcCLB.509143.10	Q4CPB1
TcCLB.509145.10	Q4CMQ0
TcCLB.509145.19	Q4CMP9
TcCLB.509147.40	Q4CRJ0
TcCLB.509147.50	Q4CVZ2
TcCLB.509149.20	Q4D171
TcCLB.509149.30	Q4D170
TcCLB.509149.40	Q4D169
TcCLB.509149.50	Q4D168
TcCLB.509149.60	Q4D167
TcCLB.509149.70	Q4D166
