UNIPROTKB GENES
Q4DTX9 Tc00.1047053509233.160
Q4CQJ5 Tc00.1047053467287.10
Q4DVQ8 Tc00.1047053510659.70
Q4CXL9 Tc00.1047053509055.20
Q4DUI6 Tc00.1047053510661.60
Q4DPS3 Tc00.1047053507047.134
Q4D677 Tc00.1047053504625.74
Q4CRJ5 Tc00.1047053509411.10
Q4DFC2 Tc00.1047053507609.60
Q4CZG4 Tc00.1047053503735.10
Q4DGK7 Tc00.1047053511257.40
Q4CZ37 Tc00.1047053511075.24
Q4D775 Tc00.1047053508265.30
Q4D9D7 Tc00.1047053506469.120
Q4DBF4 Tc00.1047053508973.80
Q4DBW1 Tc00.1047053510357.30
Q4DEU5 Tc00.1047053511753.110
Q4CMG7 Tc00.1047053506059.10
Q4CQT3 Tc00.1047053507193.10
Q4DAP7 Tc00.1047053511439.20
Q4DXE5 Tc00.1047053508879.110
Q4D2Z5 Tc00.1047053509365.35
Q4D4Z7 Tc00.1047053511269.70
Q4D6E2 Tc00.1047053509047.10
Q4D769 Tc00.1047053508265.110
Q4D8F7 Tc00.1047053508567.70
Q4DDV6 Tc00.1047053509561.100
Q4DHC8 Tc00.1047053511167.100
Q4CZB2 Tc00.1047053508359.50
Q4CPJ0 Tc00.1047053510949.20
Q4E689 Tc00.1047053508153.20
Q4CLF6 Tc00.1047053511103.9
Q4CQL3 Tc00.1047053507223.10
Q4CVY1 Tc00.1047053511729.20
Q4CYC3 Tc00.1047053510679.100
Q4D5E8 Tc00.1047053511165.4
Q4DCP2 Tc00.1047053506943.30
Q4DDR4 Tc00.1047053511401.30
Q4DF56 Tc00.1047053507623.60
Q4DIN5 Tc00.1047053508045.120
Q4DKT9 Tc00.1047053509769.134
Q4DP11 Tc00.1047053509669.110
Q4DJI4 Tc00.1047053508147.20
Q4CPU4 Tc00.1047053408437.10
Q4CVH8 Tc00.1047053506877.10
Q4DDR6 Tc00.1047053508493.110
Q4DM58 Tc00.1047053509259.180
Q4DJ26 Tc00.1047053504797.34
Q4DLS3 Tc00.1047053509153.70
Q4D414 Tc00.1047053509977.40
Q4DT17 Tc00.1047053506265.90
Q4E4P7 Tc00.1047053506925.20
Q4CZK0 Tc00.1047053510299.79
Q4DX65 Tc00.1047053506945.350
Q4D8S2 Tc00.1047053511605.10
Q4DYS2 Tc00.1047053507641.50
Q4E2U6 Tc00.1047053511283.140
Q4E546 Tc00.1047053510359.250
Q4CQY9 Tc00.1047053472357.10
Q4CL04 Tc00.1047053466007.9
Q4CR67 Tc00.1047053503557.40
Q4CRD3 Tc00.1047053511669.20
Q4CRT9 Tc00.1047053503641.10
Q4D0W0 Tc00.1047053503953.50
Q4DCZ0 Tc00.1047053507357.71
Q4DA35 Tc00.1047053503733.30
Q4DA99 Tc00.1047053508869.10
Q4DST2 Tc00.1047053510769.140
Q4CL76 Tc00.1047053509881.9
Q4CNI0 Tc00.1047053510523.20
Q4CNP0 Tc00.1047053503825.19
Q4CWS9 Tc00.1047053503525.4
Q4D0T2 Tc00.1047053510125.20
Q4D287 Tc00.1047053508239.49
Q4D583 Tc00.1047053507927.90
Q4D9U1 Tc00.1047053508313.80
Q4DFS7 Tc00.1047053511555.60
Q4DII7 Tc00.1047053509799.140
Q4DLP2 Tc00.1047053509967.20
Q4E325 Tc00.1047053506435.90
Q4DNJ6 Tc00.1047053506871.190
Q4DPF9 Tc00.1047053510565.120
Q4DUL3 Tc00.1047053511245.70
Q4DYI5 Tc00.1047053511367.70
Q4E2Y9 Tc00.1047053508175.50
Q4E4E3 Tc00.1047053510187.74
Q4E4M4 Tc00.1047053506925.230
Q4E257 Tc00.1047053508707.194
Q4CLR1 Tc00.1047053507797.18
Q4CMK2 Tc00.1047053511199.9
Q4CS77 Tc00.1047053503761.30
Q4CT87 Tc00.1047053509069.30
Q4CWU0 Tc00.1047053511719.30
Q4DJV4 Tc00.1047053511717.70
Q4CQP6 Tc00.1047053504795.9
Q4CVI8 Tc00.1047053509741.20
Q4D8L9 Tc00.1047053509203.20
Q4DP49 Tc00.1047053510885.90
Q4D9R2 Tc00.1047053508995.30
Q4DZ21 Tc00.1047053511001.220
Q4E3R2 Tc00.1047053506401.320
Q4E4L2 Tc00.1047053506925.380
Q4D3I3 Tc00.1047053506505.10
Q4CL49 Tc00.1047053461927.9
Q4DPY2 Tc00.1047053507049.20
Q4DQ69 Tc00.1047053507085.170
Q4DVT1 Tc00.1047053510361.110
Q4DWV4 Tc00.1047053507875.70
Q4E092 Tc00.1047053506679.110
Q4E511 Tc00.1047053508873.240
Q4DAA4 Tc00.1047053510047.10
Q4DNP7 Tc00.1047053507699.120
Q4DTR5 Tc00.1047053509695.40
Q4E1W5 Tc00.1047053507993.130
Q4DMN7 Tc00.1047053510055.10
Q4DZI5 Tc00.1047053508641.90
Q4DHE2 Tc00.1047053509065.140
Q4E5T3 Tc00.1047053508221.960
Q4CWV0 Tc00.1047053503839.39
Q4DXF8 Tc00.1047053510355.260
Q4E5B6 Tc00.1047053506559.129
Q4DFM8 Tc00.1047053511109.90
Q4DZI6 Tc00.1047053508641.80
Q4DQX2 Tc00.1047053509331.189
Q4DX47 Tc00.1047053508257.110
Q4DXY9 Tc00.1047053510431.30
Q4E3F6 Tc00.1047053507611.380
Q4DDK7 Tc00.1047053511293.80
Q4DHW5 Tc00.1047053507649.10
Q4DJE7 Tc00.1047053507991.123
Q4DKT5 Tc00.1047053509569.30
Q4CS64 Tc00.1047053511707.39
Q4CWG2 Tc00.1047053508015.40
Q4D7B9 Tc00.1047053510743.20
Q4DK00 Tc00.1047053509671.40
Q4CPK3 Tc00.1047053506677.10
Q4CV59 Tc00.1047053509103.4
Q4D0K2 Tc00.1047053504247.50
Q4D1J0 Tc00.1047053508917.40
Q4D390 Tc00.1047053504787.10
Q4DB47 Tc00.1047053507021.60
Q4DEQ5 Tc00.1047053506295.110
Q4DH19 Tc00.1047053506251.50
Q4DHS9 Tc00.1047053506177.130
Q4DJY0 Tc00.1047053510879.30
Q4DMK2 Tc00.1047053508815.20
Q4CN03 Tc00.1047053504539.10
Q4CP01 Tc00.1047053507627.20
Q4CQT2 Tc00.1047053507581.9
Q4CS06 Tc00.1047053506749.10
Q4CTZ3 Tc00.1047053511123.40
Q4CYL7 Tc00.1047053503487.70
Q4D1Z5 Tc00.1047053506847.70
Q4D5I6 Tc00.1047053506623.60
Q4DGU9 Tc00.1047053507091.80
Q4DK40 Tc00.1047053508827.70
Q4CYF3 Tc00.1047053504151.60
Q4D9G6 Tc00.1047053508299.80
Q4CL01 Tc00.1047053478463.10
Q4CX93 Tc00.1047053507583.70
Q4CZX8 Tc00.1047053507027.59
Q4D3A1 Tc00.1047053511299.60
Q4D7I4 Tc00.1047053511801.10
Q4DBH9 Tc00.1047053510373.119
Q4DHE7 Tc00.1047053509065.100
Q4DIF1 Tc00.1047053506965.100
Q4DZ85 Tc00.1047053507023.10
Q4DXP8 Tc00.1047053510363.70
Q4D499 Tc00.1047053508809.30
Q4DQ82 Tc00.1047053508387.170
Q4DUD2 Tc00.1047053506625.90
Q4DUW6 Tc00.1047053506605.160
Q4E1I9 Tc00.1047053508165.80
Q4CY25 Tc00.1047053506581.4
Q4DNP9 Tc00.1047053507699.64
Q4DQZ9 Tc00.1047053510089.100
Q4DTY4 Tc00.1047053509233.60
Q4E5Z8 Tc00.1047053508153.990
Q4E051 Tc00.1047053506501.90
Q4DZL7 Tc00.1047053504147.320
Q4E311 Tc00.1047053506435.220
Q4CWL3 Tc00.1047053506979.30
Q4DRP5 Tc00.1047053509023.10
Q4E2N3 Tc00.1047053510889.190
Q4CKL2 Tc00.1047053414145.9
Q4DBP6 Tc00.1047053510007.10
Q4DXF3 Tc00.1047053508879.30
Q4DW80 Tc00.1047053510627.80
Q4DZS1 Tc00.1047053507711.70
Q4E1N9 Tc00.1047053507093.184
Q4E2I0 Tc00.1047053508479.490
Q4E4M8 Tc00.1047053506925.190
Q4D249 Tc00.1047053503811.50
Q4E0Z4 Tc00.1047053508277.30
Q4DM21 Tc00.1047053511577.140
Q4DVN8 Tc00.1047053510659.279
Q4CZ91 Tc00.1047053511057.30
Q4DID8 Tc00.1047053506959.60
Q4DJY4 Tc00.1047053509671.180
Q4DKS2 Tc00.1047053509569.160
Q4DLY5 Tc00.1047053506753.60
Q4DG66 Tc00.1047053511575.50
Q4DQD0 Tc00.1047053506629.140
Q4DSU0 Tc00.1047053510769.49
Q4DV35 Tc00.1047053508647.290
Q4DWL5 Tc00.1047053506755.20
Q4DYR8 Tc00.1047053507641.80
Q4E3N4 Tc00.1047053510101.270
Q4DAG6 Tc00.1047053507559.70
Q4DT63 Tc00.1047053511621.30
Q4DTG6 Tc00.1047053508737.187
Q4DWW1 Tc00.1047053510729.290
Q4DYH4 Tc00.1047053511367.180
Q4DZE2 Tc00.1047053506825.210
Q4CKF0 Tc00.1047053460061.10
Q4DYJ5 Tc00.1047053506211.230
Q4E549 Tc00.1047053510359.220
Q4E5G4 Tc00.1047053511277.300
Q4CQA5 Tc00.1047053506523.9
Q4CWP1 Tc00.1047053511253.10
Q4D2A0 Tc00.1047053503521.20
Q4DCH9 Tc00.1047053508859.10
Q4CVK9 Tc00.1047053509051.40
Q4E1J1 Tc00.1047053508165.60
Q4E4P1 Tc00.1047053506925.70
Q4D5V7 Tc00.1047053511857.20
Q4DZI4 Tc00.1047053508641.100
Q4CVT1 Tc00.1047053506631.20
Q4CWJ2 Tc00.1047053504097.40
Q4CZK4 Tc00.1047053510299.40
Q4D0E9 Tc00.1047053509115.30
Q4D224 Tc00.1047053509459.79
Q4D6R9 Tc00.1047053509427.98
Q4D7E7 Tc00.1047053509205.100
Q4DEC9 Tc00.1047053510699.80
Q4CQ45 Tc00.1047053507913.39
Q4D1Y8 Tc00.1047053508505.10
Q4D5X0 Tc00.1047053508169.20
Q4CLF9 Tc00.1047053432997.10
Q4CN69 Tc00.1047053510041.10
Q4CP79 Tc00.1047053508635.10
Q4CYS3 Tc00.1047053506417.20
Q4D550 Tc00.1047053508525.20
Q4D5S0 Tc00.1047053507997.54
Q4DEN1 Tc00.1047053506769.50
Q4DIG3 Tc00.1047053511215.40
Q4E084 Tc00.1047053506679.190
Q4CW99 Tc00.1047053511611.50
Q4DLC1 Tc00.1047053506595.110
Q4CLZ9 Tc00.1047053503997.19
Q4DXI3 Tc00.1047053506941.130
Q4DJC4 Tc00.1047053508851.110
Q4DFV2 Tc00.1047053510237.129
Q4DL91 Tc00.1047053508965.50
Q4DUF1 Tc00.1047053508837.170
Q4DVY7 Tc00.1047053506289.160
Q4DJC8 Tc00.1047053508851.70
Q4DM09 Tc00.1047053511613.90
Q4CQI3 Tc00.1047053511107.5
Q4D133 Tc00.1047053511381.40
Q4D5J4 Tc00.1047053510989.40
Q4CQ81 Tc00.1047053504037.30
Q4CZ22 Tc00.1047053511685.10
Q4D1P7 Tc00.1047053509819.40
Q4D4E1 Tc00.1047053503431.40
Q4D6C0 Tc00.1047053503865.20
Q4DAS7 Tc00.1047053510143.120
Q4DK45 Tc00.1047053508827.30
Q4DEQ4 Tc00.1047053506295.120
Q4CRB6 Tc00.1047053511901.10
Q4CUT0 Tc00.1047053509387.19
Q4DHL8 Tc00.1047053504137.30
Q4CQG6 Tc00.1047053505647.10
Q4D3F7 Tc00.1047053508719.70
Q4D6G9 Tc00.1047053511557.29
Q4CZC5 Tc00.1047053508681.40
Q4E1Z2 Tc00.1047053506599.189
Q4DF75 Tc00.1047053507087.80
Q4DMA5 Tc00.1047053506667.140
Q4DNL2 Tc00.1047053506871.10
Q4DPB1 Tc00.1047053509647.70
Q4DVT3 Tc00.1047053510361.90
Q4E251 Tc00.1047053508707.234
Q4D8Z1 Tc00.1047053510351.90
Q4DGP8 Tc00.1047053506835.70
Q4E4H9 Tc00.1047053506885.210
Q4E5D9 Tc00.1047053511277.554
Q4E1M2 GMPR Tc00.1047053508909.20
Q4E3W9 Tc00.1047053510629.350
Q4CKI8 Tc00.1047053511673.9
Q4DSF1 Tc00.1047053504057.50
Q4DX08 Tc00.1047053510533.60
Q4DYQ5 Tc00.1047053507641.200
Q4E2M1 Tc00.1047053510889.300
Q4E4C5 Tc00.1047053510187.260
Q4E4V7 Tc00.1047053508461.80
Q4DMA6 Tc00.1047053506667.120
Q4CVM8 Tc00.1047053508245.50
Q4E5E9 Tc00.1047053511277.460
Q4CNV0 Tc00.1047053447255.20
Q4CRA0 Tc00.1047053507197.10
Q4CYB2 Tc00.1047053508545.30
Q4CZY3 Tc00.1047053511279.40
Q4D4V6 Tc00.1047053511523.10
Q4DBJ3 Tc00.1047053507041.80
Q4CP31 Tc00.1047053510199.10
Q4CY07 Tc00.1047053503643.3
Q4DC54 Tc00.1047053508317.129
Q4DWZ1 Tc00.1047053510197.80
Q4D4L1 Tc00.1047053507837.90
Q4DB59 Tc00.1047053506735.50
Q4CNL5 Tc00.1047053503473.10
Q4CU32 Tc00.1047053511573.40
Q4CV02 Tc00.1047053508029.50
Q4CX73 Tc00.1047053508233.19
Q4CZZ6 Tc00.1047053509505.89
Q4D721 Tc00.1047053506275.110
Q4D7H7 Tc00.1047053511801.50
Q4DDB7 Tc00.1047053505193.74
Q4DHX2 Tc00.1047053506661.120
Q4DJY9 Tc00.1047053509671.150
Q4DKU6 Tc00.1047053509769.70
Q4D3S7 Tc00.1047053507937.50
Q4DU33 Tc00.1047053506241.150
Q4E0A6 Tc00.1047053509287.220
Q4E1G9 Tc00.1047053510483.70
Q4CKH5 Tc00.1047053436761.20
Q4DQH1 Tc00.1047053505807.200
Q4DUD4 Tc00.1047053506625.80
Q4D2D8 Tc00.1047053506869.60
Q4CU72 Tc00.1047053508949.10
Q4E655 Tc00.1047053508153.360
Q4DDQ2 Tc00.1047053510283.90
Q4D2H0 Tc00.1047053509215.10
Q4E018 Tc00.1047053507063.144
Q4DL78 Tc00.1047053508919.50
Q4CRC1 Tc00.1047053506121.9
Q4CXH6 Tc00.1047053510119.70
Q4D9Y1 Tc00.1047053510687.70
Q4DML4 Tc00.1047053504021.70
Q4DPQ7 Tc00.1047053511181.110
Q4DSL8 Tc00.1047053511303.9
Q4E0H8 Tc00.1047053508325.300
Q4E5L7 Tc00.1047053506529.650
Q4CY87 Tc00.1047053510001.20
Q4DX58 Tc00.1047053506717.240
Q4E3R5 Tc00.1047053506401.300
Q4CN18 Tc00.1047053509321.10
Q4CVL5 Tc00.1047053511745.30
Q4D9L5 Tc00.1047053510579.90
Q4DFW1 Tc00.1047053506367.160
Q4DQ89 Tc00.1047053508387.100
Q4DYI8 Tc00.1047053511367.40
Q4D4A0 Tc00.1047053507883.109
Q4DN61 Tc00.1047053511233.150
Q4DNK1 Tc00.1047053506871.130
Q4DTJ4 Tc00.1047053507053.110
Q4E043 Tc00.1047053506501.190
Q4E1X9 Tc00.1047053506599.430
Q4DWB1 Tc00.1047053505997.60
Q4DYL0 Tc00.1047053506211.80
Q4E293 Tc00.1047053510275.90
Q4E3H5 Tc00.1047053510329.380
Q4D9N2 Tc00.1047053503723.10
Q4E1S7 Tc00.1047053506855.170
Q4CWI1 Tc00.1047053508727.24
Q4CPZ2 Tc00.1047053511325.40
Q4CQL7 Tc00.1047053509919.9
Q4CVV3 Tc00.1047053508747.5
Q4CYK6 Tc00.1047053503613.10
Q4D0A6 Tc00.1047053506995.40
Q4D5Q0 Tc00.1047053506865.70
Q4DBJ9 Tc00.1047053507041.10
Q4DE30 Tc00.1047053506649.80
Q4DJQ2 Tc00.1047053507895.110
Q4CMC7 Tc00.1047053506551.10
Q4CSA1 Tc00.1047053508099.30
Q4CWY1 Tc00.1047053504011.40
Q4DAY9 Tc00.1047053506135.90
Q4DDW1 Tc00.1047053509561.39
Q4DH01 Tc00.1047053511809.70
Q4DLZ0 Tc00.1047053510603.160
Q4E5T9 Tc00.1047053508221.840
Q4CP04 Tc00.1047053504949.39
Q4D077 Tc00.1047053503917.14
Q4D7X3 Tc00.1047053511317.50
Q4D8B0 Tc00.1047053508289.9
Q4D968 Tc00.1047053506691.80
Q4DTG0 Tc00.1047053510311.30
Q4DTR6 Tc00.1047053509695.30
Q4DSE5 Tc00.1047053504057.97
Q4DW91 Tc00.1047053506989.160
Q4DGF5 Tc00.1047053509715.20
Q4DPU8 Tc00.1047053510877.110
Q4DTG8 Tc00.1047053508737.170
Q4DUK6 Tc00.1047053511245.140
Q4CKP1 Tc00.1047053508123.10
Q4DT44 Tc00.1047053511621.220
Q4E056 Tc00.1047053504239.410
Q4DTC1 Tc00.1047053510025.70
Q4CXV1 Tc00.1047053506413.80
Q4DNA4 Tc00.1047053508541.110
Q4E3Y9 Tc00.1047053511127.340
Q4CNW6 Tc00.1047053511721.20
Q4D4M3 Tc00.1047053507663.40
Q4DRK1 Tc00.1047053506279.120
Q4DYZ5 Tc00.1047053510303.270
Q4E2R6 Tc00.1047053504153.170
Q4CLE2 Tc00.1047053509691.10
Q4CQF1 Tc00.1047053503889.10
Q4CSK0 Tc00.1047053503875.10
Q4CVV2 Tc00.1047053508747.10
Q4CX89 Tc00.1047053509499.4
Q4D0C8 Tc00.1047053506617.5
Q4D294 Tc00.1047053503521.89
Q4D7B0 Tc00.1047053510743.110
Q4DC41 Tc00.1047053511291.50
Q4DEH1 Tc00.1047053511451.10
Q4DII5 Tc00.1047053506001.30
Q4DLK9 Tc00.1047053503939.40
Q4E0G9 Tc00.1047053510155.70
Q4CQ91 Tc00.1047053511351.30
Q4DQY8 Tc00.1047053509331.20
Q4CQD7 Tc00.1047053506873.10
Q4D6H2 Tc00.1047053509247.50
Q4DXY7 Tc00.1047053510431.70
Q4CT08 Tc00.1047053503567.9
Q4D8Q0 Tc00.1047053510553.40
Q4DQN5 Tc00.1047053506563.210
Q4CR45 Tc00.1047053510669.49
Q4CWW7 Tc00.1047053509037.50
Q4D7D3 Tc00.1047053507523.80
Q4D9W2 Tc00.1047053511657.79
Q4DXX3 Tc00.1047053510431.210
Q4CLP9 Tc00.1047053434931.10
Q4CP09 Tc00.1047053504217.4
Q4D3C5 Tc00.1047053508297.61
Q4DDJ4 Tc00.1047053509267.110
Q4DFP1 Tc00.1047053504425.50
Q4DHG6 Tc00.1047053506445.30
Q4DK60 Tc00.1047053511871.90
Q4DLM1 Tc00.1047053508857.90
Q4CQR1 Tc00.1047053509943.11
Q4E2U9 Tc00.1047053511283.120
Q4CKX3 Tc00.1047053481435.9
Q4CLJ3 Tc00.1047053476125.9
Q4CNQ9 Tc00.1047053461165.16
Q4CSB2 Tc00.1047053504339.19
Q4CTP1 Tc00.1047053511743.30
Q4CV99 Tc00.1047053508975.4
Q4D3E2 Tc00.1047053508397.50
Q4D758 Tc00.1047053504071.20
Q4D878 Tc00.1047053509171.54
Q4DB96 Tc00.1047053510091.30
Q4DDU5 Tc00.1047053505949.169
Q4DEK3 Tc00.1047053503899.40
Q4DJA5 Tc00.1047053506675.110
Q4DLY6 Tc00.1047053506753.50
Q4E0I7 Tc00.1047053509897.279
Q4D3S3 Tc00.1047053510349.30
Q4DG53 Tc00.1047053511693.70
Q4DPQ6 Tc00.1047053511181.130
Q4DRQ3 Tc00.1047053506739.190
Q4E007 Tc00.1047053509805.10
Q4DBT3 Tc00.1047053506567.140
Q4DX49 Tc00.1047053508257.100
Q4E2L3 Tc00.1047053508479.110
Q4DZE7 Tc00.1047053506825.160
Q4CSF1 Tc00.1047053504129.20
Q4D026 Tc00.1047053510857.4
Q4DR52 Tc00.1047053509905.150
Q4DHS4 Tc00.1047053507787.70
Q4D8W1 Tc00.1047053507547.50
Q4CXS9 Tc00.1047053507921.9
Q4DA20 Tc00.1047053510213.9
Q4DD33 Tc00.1047053511025.110
Q4DRT1 Tc00.1047053510943.120
Q4DV39 Tc00.1047053508647.260
Q4DV85 Tc00.1047053509437.170
Q4DW11 Tc00.1047053507603.170
Q4CQH1 Tc00.1047053503619.39
Q4D5Q6 Tc00.1047053506865.10
Q4DWB2 Tc00.1047053505997.10
Q4E0I8 Tc00.1047053509897.270
Q4CTB7 Tc00.1047053509049.10
Q4DX03 Tc00.1047053510533.110
Q4CPE2 Tc00.1047053509749.10
Q4DWJ5 Tc00.1047053506755.210
Q4CRP7 Tc00.1047053510419.30
Q4CRW5 Tc00.1047053504765.20
Q4DVI8 Tc00.1047053506961.90
Q4DZU2 Tc00.1047053510105.120
Q4E0W6 Tc00.1047053508277.320
Q4CME4 Tc00.1047053509711.10
Q4CT20 Tc00.1047053508069.5
Q4DBM6 Tc00.1047053509643.139
Q4DS52 Tc00.1047053508777.210
Q4E408 Tc00.1047053511127.110
Q4CLG5 Tc00.1047053508575.20
Q4CPN9 Tc00.1047053507929.30
Q4CU24 Tc00.1047053503665.30
Q4CWW0 Tc00.1047053503843.40
Q4DC74 Tc00.1047053506777.30
Q4DH39 Tc00.1047053507007.90
Q4DK84 Tc00.1047053509601.20
Q4DLU1 Tc00.1047053509683.30
Q4CMP4 Tc00.1047053508315.5
Q4CQ54 Tc00.1047053508463.29
Q4CRY1 Tc00.1047053505363.19
Q4DDV4 Tc00.1047053509561.120
Q4DEZ8 Tc00.1047053508247.80
Q4DHL2 Tc00.1047053504137.90
Q4DI92 Tc00.1047053508539.60
Q4DKZ5 Tc00.1047053506957.80
Q4DLH2 Tc00.1047053503823.84
Q4CMH5 Tc00.1047053472777.9
Q4CSS8 Tc00.1047053505977.26
Q4CUH6 Tc00.1047053503833.10
Q4E3I9 Tc00.1047053510329.240
Q4CKQ2 Tc00.1047053508467.10
Q4CWY0 Tc00.1047053504011.60
Q4DC21 Tc00.1047053506213.100
Q4DMR4 Tc00.1047053511545.170
Q4DT57 Tc00.1047053511621.90
Q4DBH8 Tc00.1047053506113.60
Q4D493 Tc00.1047053509317.10
Q4DAD5 Tc00.1047053508989.60
Q4D004 Tc00.1047053509505.10
Q4CPP7 Tc00.1047053507443.30
Q4D3J0 Tc00.1047053509795.30
Q4D6H4 Tc00.1047053509247.20
Q4D845 Tc00.1047053508081.30
Q4DDI5 Tc00.1047053510181.80
Q4DEK7 Tc00.1047053509785.70
Q4DI31 Tc00.1047053511019.80
Q4DLK5 Tc00.1047053503939.80
Q4CT55 Tc00.1047053504019.6
Q4CV49 Tc00.1047053509443.60
Q4DFT6 Tc00.1047053506129.30
Q4CKN7 Tc00.1047053490165.9
Q4CXL1 Tc00.1047053511883.49
Q4E044 Tc00.1047053506501.170
Q4DX82 Tc00.1047053506945.180
Q4DYM7 Tc00.1047053504427.170
Q4E2J1 Tc00.1047053508479.290
Q4E2S6 Tc00.1047053504153.20
Q4DI55 Tc00.1047053509151.80
Q4E1N3 Tc00.1047053507093.240
Q4DDB0 Tc00.1047053506517.30
Q4DHD6 Tc00.1047053511167.20
Q4DNK7 Tc00.1047053506871.70
Q4D177 Tc00.1047053509545.79
Q4D2D0 Tc00.1047053505163.70
Q4DFX2 Tc00.1047053506367.30
Q4DMI9 Tc00.1047053508815.150
Q4DU49 Tc00.1047053504039.160
Q4DX42 Tc00.1047053508257.160
Q4DYP0 Tc00.1047053504427.40
Q4E2M4 Tc00.1047053510889.270
Q4DI68 Tc00.1047053507831.50
Q4DLL8 Tc00.1047053508857.120
Q4CLG6 Tc00.1047053508575.10
Q4CRZ5 Tc00.1047053511747.30
Q4CU30 Tc00.1047053511573.58
Q4DGC3 Tc00.1047053510371.110
Q4DMP9 Tc00.1047053508899.30
Q4DXU0 Tc00.1047053510719.170
Q4E5A3 Tc00.1047053506559.270
Q4DM47 Tc00.1047053506425.100
Q4DZ55 Tc00.1047053510463.39
Q4E5V4 Tc00.1047053508221.539
Q4CKI5 Tc00.1047053415187.19
Q4DQU9 Tc00.1047053511911.140
Q4DXN8 Tc00.1047053510363.290
Q4E449 Tc00.1047053504081.530
Q4DGN3 Tc00.1047053504157.60
Q4D9T3 Tc00.1047053504045.30
Q4E4I2 Tc00.1047053506885.180
Q4D4F1 Tc00.1047053507857.4
Q4D0J4 Tc00.1047053507817.70
Q4DIL3 Tc00.1047053504213.29
Q4CQB5 Tc00.1047053506805.20
Q4CYY2 Tc00.1047053507841.30
Q4DZA8 Tc00.1047053504105.40
Q4CLA4 Tc00.1047053405737.24
Q4CN72 Tc00.1047053509625.10
Q4CSB8 Tc00.1047053504167.40
Q4D349 Tc00.1047053506603.40
Q4DNB6 Tc00.1047053508389.90
Q4CL16 Tc00.1047053410961.10
Q4CUP8 Tc00.1047053504077.50
Q4D0G5 Tc00.1047053506467.40
Q4D580 Tc00.1047053510689.20
Q4DAZ5 Tc00.1047053506135.20
Q4DCD8 Tc00.1047053507867.10
Q4DD36 Tc00.1047053511025.80
Q4DGZ0 Tc00.1047053511923.110
Q4DLI4 Tc00.1047053508637.130
Q4D4S8 Tc00.1047053511537.30
Q4DHR7 Tc00.1047053507787.140
Q4CLU2 Tc00.1047053437999.9
Q4CQK5 Tc00.1047053508697.5
Q4CT79 Tc00.1047053504177.10
Q4CVX3 Tc00.1047053509457.60
Q4CWD2 Tc00.1047053507981.30
Q4D4C5 Tc00.1047053506831.66
Q4D7Z0 Tc00.1047053510755.40
Q4D8V3 Tc00.1047053503781.10
Q4DBK9 Tc00.1047053510257.40
Q4CMR4 Tc00.1047053503793.10
Q4CN78 Tc00.1047053503615.10
Q4D440 Tc00.1047053510733.60
Q4DM45 Tc00.1047053506425.120
Q4DVF9 Tc00.1047053506859.170
Q4DF23 Tc00.1047053507001.50
Q4CRZ4 Tc00.1047053506747.20
Q4DZ66 Tc00.1047053507023.190
Q4CTU3 Tc00.1047053508621.10
Q4D2V2 Tc00.1047053507179.20
Q4DN39 Tc00.1047053506303.130
Q4CP07 Tc00.1047053504217.19
Q4D889 Tc00.1047053508911.10
Q4DH29 Tc00.1047053506801.110
Q4CKU9 Tc00.1047053457339.10
Q4CY53 Tc00.1047053510317.34
Q4CYS9 Tc00.1047053506705.50
Q4D003 Tc00.1047053509505.20
Q4D043 Tc00.1047053506369.60
Q4D2F8 Tc00.1047053509615.10
Q4D4W9 Tc00.1047053511909.60
Q4D6N2 Tc00.1047053508357.40
Q4D9C7 Tc00.1047053506627.80
Q4DEK9 Tc00.1047053509785.10
Q4DHM9 Tc00.1047053511553.90
Q4DIZ1 Tc00.1047053511445.10
Q4DHI3 Tc00.1047053508569.100
Q4D0K8 Tc00.1047053508043.40
Q4CYT8 Tc00.1047053503887.40
Q4DCN4 Tc00.1047053506943.110
Q4CY27 Tc00.1047053507445.9
Q4DGF0 Tc00.1047053509715.60
Q4DM71 Tc00.1047053508515.60
Q4DPG6 Tc00.1047053510565.20
Q4DR13 Tc00.1047053507953.180
Q4DT90 Tc00.1047053506147.180
Q4DZ30 Tc00.1047053511001.130
Q4E2Y0 Tc00.1047053508175.160
Q4DNF4 Tc00.1047053508219.100
Q4DSX6 Tc00.1047053508347.80
Q4DUZ5 Tc00.1047053506811.220
Q4E0G6 Tc00.1047053510155.94
Q4E1H2 Tc00.1047053508165.430
Q4E3K1 Tc00.1047053510329.120
Q4CXN7 Tc00.1047053511115.40
Q4CZI1 Tc00.1047053506473.14
Q4DWW7 Tc00.1047053510729.180
Q4E488 Tc00.1047053508163.230
Q4CV66 Tc00.1047053506693.20
Q4DU62 Tc00.1047053511391.120
Q4E2U8 Tc00.1047053511283.124
Q4DQT3 Tc00.1047053511821.140
Q4DXT9 Tc00.1047053510719.180
Q4DG73 Tc00.1047053506201.154
Q4DPN9 Tc00.1047053506743.160
Q4E0S8 Tc00.1047053509965.330
Q4E1V9 Tc00.1047053507993.200
Q4CKT9 Tc00.1047053452283.4
Q4CTS4 Tc00.1047053510647.60
Q4DTL4 Tc00.1047053511149.50
Q4E321 Tc00.1047053506435.130
Q4CKF1 Tc00.1047053479379.9
Q4E5Y4 Tc00.1047053508153.1110
Q4CPT3 Tc00.1047053503965.10
